tx_count,tx_frequency,tx_regularity,avg_amount,amount_variance,unique_counterparties,counterparty_concentration,income_regularity,history_length_days,max_gap_days,net_flow,consistency_score,label
10,0.2592592592592593,0.8176273024472501,754.903,0.03381773233383682,3,0.33999999999999997,34.122119147537674,270.0,31.293541666666666,43.61000000000013,0.9699307488604367,98
13,0.5449101796407185,15.314471051278348,415.9223076923077,0.2857733814990801,7,0.17159763313609472,27.225377482941493,167.0,56.37164351851852,793.4100000000003,0.6758194369162092,46
5,0.15350877192982457,32.99957200414779,3932.286,0.19729916251870366,5,0.20000000000000004,56.81363192520382,228.0,94.39856481481482,4101.8099999999995,0.5769104166225347,4
8,0.26540284360189575,1.035070170681084,633.82875,0.019043855573547527,3,0.34375,65.69165219082642,211.0,31.575069444444445,-1241.21,0.9736112064946199,100
39,1.2580645161290323,4.666756448293973,1035.2041025641024,0.28790825290251454,8,0.1794871794871795,7.907836880278578,217.0,18.943645833333335,6792.439999999999,0.8028836728362954,64
11,0.2619047619047619,20.548063016299203,2627.231818181818,0.6047220193034896,11,0.09090909090909091,23.66948059293666,294.0,63.51751157407407,2355.8499999999967,0.5251745118335616,1
7,0.2737430167597765,0.9254629873023895,1816.4957142857145,0.027127481189839566,3,0.42857142857142855,0.0,179.0,30.96519675925926,-9094.830000000002,0.9714296828901141,91
30,1.4685314685314685,6.145501569973522,396.74500000000006,0.27847680943102204,8,0.16666666666666669,9.842157011420575,143.0,24.403495370370372,1459.3700000000008,0.7858526506769874,48
12,0.24137931034482757,26.116573176807815,2289.0991666666664,0.6146080097681177,12,0.08333333333333334,71.91026187427225,348.0,81.70133101851852,-5450.530000000001,0.4797865153483589,21
8,0.2679425837320574,0.6841975208633565,1750.2662500000001,0.03764489591488544,3,0.34375,106.06982278739477,209.0,31.064444444444444,-3553.9100000000008,0.9702531925607373,97
19,0.6186046511627907,10.070349001557364,630.2657894736842,0.27560995110358005,7,0.16897506925207756,23.05323840320534,215.0,27.849502314814814,-370.2500000000009,0.7369809998258596,69
3,0.12352941176470589,45.669817288147904,3804.736666666666,0.12917667247135253,3,0.3333333333333333,0.0,170.0,117.52064814814815,-4369.27,0.5485110859183618,24
38,1.027027027027027,1.0292932978475353,618.6565789473684,0.031621891447662455,3,0.3642659279778393,9.096540578013625,259.0,8.884699074074074,-2492.51,0.9675724908607541,99
17,0.6102564102564102,6.7287446157768995,280.6223529411764,0.33907390173366736,7,0.15570934256055363,12.949418976751916,195.0,22.005208333333332,1742.2199999999996,0.755755987772471,42
7,0.19140625,50.227922209737365,2296.52,0.5610652562810153,7,0.14285714285714285,53.290084387724356,256.0,117.97483796296297,6447.139999999999,0.3790234895130567,25
12,0.5419354838709678,0.7621011125205143,1150.6241666666665,0.028571443516237208,3,0.3472222222222222,15.671786101475686,155.0,15.32607638888889,-22.209999999999127,0.9733747203528712,78
27,0.8076923076923076,9.423578369785428,393.46074074074073,0.2856333236315042,8,0.13031550068587106,17.636802487251913,234.0,46.368356481481484,-835.6799999999976,0.7409850172435408,48
12,0.24705882352941178,26.126673179741168,1593.4066666666665,0.7581167111302219,12,0.08333333333333334,20.777152374135596,340.0,80.81277777777778,6306.880000000001,0.4435636151602148,18
19,0.5298804780876495,1.1799127914114607,756.9547368421054,0.03349661960515746,3,0.34072022160664817,18.485788971791713,251.0,15.852974537037037,628.0199999999995,0.9642455770510157,77
13,0.5416666666666666,9.679764168218794,659.6084615384615,0.25473288027808055,6,0.19526627218934917,25.110892144445526,168.0,26.37472222222222,-31.74999999999909,0.7496722167108838,62
13,0.2541899441340782,33.293804372436206,1728.4669230769234,0.8328737814765648,13,0.07692307692307694,46.225786135104656,358.0,121.4081712962963,-8270.71,0.38221250187091105,0
6,0.28378378378378377,1.4559356823724796,1537.1350000000002,0.0204694201276956,3,0.3888888888888889,1.3985815890566722,148.0,31.34320601851852,3123.03,0.9661831416229896,97
24,0.7466666666666666,7.5007497370510166,113.89375,0.26841673234531394,7,0.17013888888888892,15.87831478663665,225.0,23.830891203703704,-191.8499999999999,0.7716852029102215,61
8,0.21052631578947367,23.600159504380233,2983.8975,0.5795235204674896,8,0.125,0.0,266.0,67.32491898148149,-16933.059999999998,0.5077614623087159,35
